Putt ID,Date,Practice,Course,Hole,Putt #,Distance to Hole,Down/Up,Left/Right,Distance Left,Miss Side,Is High,Total Putts,Head Up,Good Speed Read,Good Line Read,Good Speed Execution,Good Line Execution
124,5/14/2026,0,Robert A. Black Golf Course,1,1,15,-2,2,4,-0.5,0,2,0,1,0,0,1
125,5/14/2026,0,Robert A. Black Golf Course,1,2,4,-0.5,-0.5,0,0,0,1,0,1,1,1,1
126,5/14/2026,0,Robert A. Black Golf Course,2,1,3,0,0,0,0,1,1,0,1,1,1,1
127,5/14/2026,0,Robert A. Black Golf Course,3,1,9,-1,1,2,1,1,2,0,1,0,1,1
128,5/14/2026,0,Robert A. Black Golf Course,3,2,2,0,0,0,0,1,1,0,1,1,1,1
129,5/14/2026,0,Robert A. Black Golf Course,4,1,12,2,-1.5,1,-0.5,1,2,0,0,0,1,1
130,5/14/2026,0,Robert A. Black Golf Course,4,2,1,0,0,0,0,1,1,0,1,1,1,1
131,5/14/2026,0,Robert A. Black Golf Course,5,1,12,-1,1.5,1,1,1,2,0,0,0,0,1
132,5/14/2026,0,Robert A. Black Golf Course,5,2,1,0,0,0,0,1,1,0,1,1,1,1
133,5/14/2026,0,Robert A. Black Golf Course,6,1,5,1,0.5,1,-0.5,0,2,0,1,0,0,0
134,5/14/2026,0,Robert A. Black Golf Course,6,2,1,0,0,0,0,1,1,0,1,1,1,1
135,5/14/2026,0,Robert A. Black Golf Course,7,1,33,-1,-3,5,-1,1,3,0,0,1,0,1
136,5/14/2026,0,Robert A. Black Golf Course,7,2,5,1,0.5,2,0.5,1,2,0,1,0,1,1
137,5/14/2026,0,Robert A. Black Golf Course,7,3,2,0.5,-0.5,0,0,0,1,0,1,1,1,1
138,5/14/2026,0,Robert A. Black Golf Course,8,1,24,1.5,2,1,0,0,2,0,1,0,1,1
139,5/14/2026,0,Robert A. Black Golf Course,8,2,1,0,0.5,0,0,0,1,0,1,1,1,1
140,5/14/2026,0,Robert A. Black Golf Course,9,1,1,-0.5,-0.5,0,0,0,1,0,1,1,1,1
141,5/21/2026,0,Robert A. Black Golf Course,1,1,3.5,0,0,0,0,1,1,0,1,1,1,1
142,5/21/2026,0,Robert A. Black Golf Course,2,1,0.5,0,0,0,0,1,1,0,1,1,1,1
143,5/21/2026,0,Robert A. Black Golf Course,3,1,70,3,3,23,-1,0,4,0,0,0,0,1
144,5/21/2026,0,Robert A. Black Golf Course,3,2,23,1.5,2,5,-1,0,3,0,0,0,0,1
145,5/21/2026,0,Robert A. Black Golf Course,3,3,5,-0.5,0.5,1,-0.5,0,2,0,1,0,1,0
146,5/21/2026,0,Robert A. Black Golf Course,3,4,1,0,0,0,0,1,1,0,1,1,1,1
147,5/21/2026,0,Robert A. Black Golf Course,4,1,25,-1,-1,3,1,0,2,0,1,0,1,1
148,5/21/2026,0,Robert A. Black Golf Course,4,2,3,0.5,0,0,0,1,1,0,1,1,1,1
149,5/21/2026,0,Robert A. Black Golf Course,5,1,40,-3,4,14,-1,0,3,0,0,0,0,0
150,5/21/2026,0,Robert A. Black Golf Course,5,2,14,-1,5,8,-0.5,0,2,0,1,1,1,1
151,5/21/2026,0,Robert A. Black Golf Course,5,3,8,2,0,0,0,1,1,0,1,1,1,1
152,5/21/2026,0,Robert A. Black Golf Course,6,1,15,-3,-3,2,1,0,2,0,1,0,1,0
153,5/21/2026,0,Robert A. Black Golf Course,6,2,2,0,0,0,0,1,1,0,1,1,1,1
154,5/21/2026,0,Robert A. Black Golf Course,7,1,12,-2,1.5,4,1.5,1,2,0,0,0,1,1
155,5/21/2026,0,Robert A. Black Golf Course,7,2,4,0.5,0,0,0,1,1,0,1,1,1,1
156,5/21/2026,0,Robert A. Black Golf Course,8,1,3,0.5,0,0,0,1,1,0,1,1,1,1
157,5/21/2026,0,Robert A. Black Golf Course,9,1,33,1,1,5,1.5,1,3,0,1,0,1,0
158,5/21/2026,0,Robert A. Black Golf Course,9,2,5,1,1.5,2,0.5,1,2,0,1,0,1,1
159,5/21/2026,0,Robert A. Black Golf Course,9,3,2,0,-0.5,0,0,0,1,0,1,1,1,1
160,5/28/2026,0,Robert A. Black Golf Course,1,1,1,0,0,0,0,1,1,0,1,1,1,1
161,5/28/2026,0,Robert A. Black Golf Course,2,1,1.5,-0.5,0.5,0,0,0,1,0,1,1,1,1
162,5/28/2026,0,Robert A. Black Golf Course,3,1,12,-1,1,7,0.5,1,3,0,0,0,0,1
163,5/28/2026,0,Robert A. Black Golf Course,3,2,7,1,-0.5,0.5,0.5,0,2,0,1,1,0,0
164,5/28/2026,0,Robert A. Black Golf Course,3,3,0.5,0,0,0,0,1,1,0,1,1,1,1
165,5/28/2026,0,Robert A. Black Golf Course,4,1,30,-2,0,0,0,1,1,0,1,1,1,1
166,5/28/2026,0,Robert A. Black Golf Course,5,1,12,-3,-3,1,-0.5,1,2,0,1,1,1,1
167,5/28/2026,0,Robert A. Black Golf Course,5,2,1,0,0,0,0,1,1,0,1,1,1,1
168,5/28/2026,0,Robert A. Black Golf Course,6,1,4,0.5,0.5,2,-0.5,0,2,0,1,1,1,0
169,5/28/2026,0,Robert A. Black Golf Course,6,2,2,0,0,0,0,1,1,0,1,1,1,1
170,5/28/2026,0,Robert A. Black Golf Course,7,1,7,1,3,0,0,0,1,0,1,1,1,1
171,5/28/2026,0,Robert A. Black Golf Course,8,1,21,-0.5,2.5,0.5,0,0,2,0,1,1,1,1
172,5/28/2026,0,Robert A. Black Golf Course,8,2,0.5,0,0,0,0,1,1,0,1,1,1,1
173,5/28/2026,0,Robert A. Black Golf Course,9,1,9,1,2,0.5,0.5,1,2,0,1,1,1,1
174,5/28/2026,0,Robert A. Black Golf Course,9,2,0.5,0,0,0,0,1,1,0,1,1,1,1
175,5/30/2026,0,Glenview Park Golf Club,1,1,30,-3,-1,5,-1,1,2,0,0,0,0,1
176,5/30/2026,0,Glenview Park Golf Club,1,2,5,0.5,0.5,0,0,0,1,0,1,1,1,1
177,5/30/2026,0,Glenview Park Golf Club,2,1,22,-1.5,-2,2,-1,1,2,0,1,0,1,1
178,5/30/2026,0,Glenview Park Golf Club,2,2,2,0,0,0,0,1,1,0,1,1,1,1
179,5/30/2026,0,Glenview Park Golf Club,3,1,12,1,1,2.5,0,0,2,0,1,1,0,1
180,5/30/2026,0,Glenview Park Golf Club,3,2,2.5,0,0,0,0,1,1,0,1,1,1,1
181,5/30/2026,0,Glenview Park Golf Club,4,1,12,-3,-3,2,-1,1,2,0,1,0,1,1
182,5/30/2026,0,Glenview Park Golf Club,4,2,2,0.5,0.5,0,0,0,1,0,1,1,1,1
183,5/30/2026,0,Glenview Park Golf Club,5,1,30,-1,1,0,0,0,1,0,1,1,1,1
184,5/30/2026,0,Glenview Park Golf Club,6,1,2,0,0.5,1,0.5,1,2,0,1,1,1,0
185,5/30/2026,0,Glenview Park Golf Club,6,2,1,0,0,0,0,1,1,0,1,1,1,1
186,5/30/2026,0,Glenview Park Golf Club,7,1,40,-2,-2,6,-0.5,1,2,0,0,1,0,1
187,5/30/2026,0,Glenview Park Golf Club,7,2,6,-1,-0.5,0,0,0,1,0,1,1,1,1
188,5/30/2026,0,Glenview Park Golf Club,8,1,1.5,0,0,0,0,1,1,0,1,1,1,1
189,5/30/2026,0,Glenview Park Golf Club,9,1,13,-1.5,-2.5,1,0.5,0,2,0,1,0,1,1
190,5/30/2026,0,Glenview Park Golf Club,9,2,1,0,0,0,0,1,1,0,1,1,1,1
191,5/30/2026,0,Glenview Park Golf Club,12,1,47,1,1,4,1.5,1,1,0,1,0,1,0
192,5/30/2026,0,Glenview Park Golf Club,12,2,4,0,0.5,0,0,0,2,0,1,1,1,1
193,5/30/2026,0,Glenview Park Golf Club,13,1,2.5,-0.5,0.5,0,0,0,1,0,1,1,1,1
194,5/30/2026,0,Glenview Park Golf Club,14,1,11,-1,1.5,0,0,0,1,0,1,1,1,1
195,5/30/2026,0,Glenview Park Golf Club,15,1,11,-1,1,2,0,0,2,0,0,1,0,1
196,5/30/2026,0,Glenview Park Golf Club,15,2,2,0,0,0,0,1,1,0,1,1,1,1
197,5/30/2026,0,Glenview Park Golf Club,16,1,42,-2,2,6,1,1,2,0,0,0,0,1
198,5/30/2026,0,Glenview Park Golf Club,16,2,6,-1,0.5,0,0,0,1,0,1,1,1,1
199,5/30/2026,0,Glenview Park Golf Club,17,1,8,0.5,1,2,1,1,2,0,1,0,1,1
200,5/30/2026,0,Glenview Park Golf Club,17,2,2,0,0,0,0,1,1,0,1,1,1,1
201,5/30/2026,0,Glenview Park Golf Club,18,1,23,1,1.5,1.5,1,1,2,0,1,1,1,1
202,5/30/2026,0,Glenview Park Golf Club,18,2,1.5,-0.5,0,0,0,1,1,0,1,1,1,1
203,5/31/2026,0,Sydney Marovitz Golf Course,1,1,57,-3,-5,7,-2,1,3,0,1,0,1,1
204,5/31/2026,0,Sydney Marovitz Golf Course,1,2,7,-0.5,-0.5,1,-0.5,1,2,0,1,0,1,1
205,5/31/2026,0,Sydney Marovitz Golf Course,1,3,1,0,0,0,0,1,1,0,1,1,1,1
206,5/31/2026,0,Sydney Marovitz Golf Course,2,1,27,2,2,2,-1,0,2,0,0,0,1,1
207,5/31/2026,0,Sydney Marovitz Golf Course,2,2,2,0,0,0,0,1,1,0,1,1,1,1
208,5/31/2026,0,Sydney Marovitz Golf Course,3,1,22,-1,-1,2.5,-0.5,1,2,0,1,0,1,1
209,5/31/2026,0,Sydney Marovitz Golf Course,3,2,2.5,0,0.5,0,0,0,1,0,1,1,1,1
210,5/31/2026,0,Sydney Marovitz Golf Course,4,1,30,1,-1,4,0,0,3,0,0,0,0,1
211,5/31/2026,0,Sydney Marovitz Golf Course,4,2,4,0,0,1,0.5,0,2,0,1,0,1,1
212,5/31/2026,0,Sydney Marovitz Golf Course,4,3,1,0,0,0,0,1,1,0,1,1,1,1
213,5/31/2026,0,Sydney Marovitz Golf Course,5,1,30,0,-2,5,-0.5,1,3,0,1,1,0,1
214,5/31/2026,0,Sydney Marovitz Golf Course,5,2,5,-1.5,-2,1,0,0,2,0,1,1,1,1
215,5/31/2026,0,Sydney Marovitz Golf Course,5,3,1,0,0,0,0,1,1,0,1,1,1,1
216,5/31/2026,0,Sydney Marovitz Golf Course,6,1,67,4,-2,13,1,0,3,0,0,0,0,1
217,5/31/2026,0,Sydney Marovitz Golf Course,6,2,13,1,-1,1,0,0,2,0,1,0,0,1
218,5/31/2026,0,Sydney Marovitz Golf Course,6,3,1,0,0,0,0,1,1,0,1,1,1,1
219,5/31/2026,0,Sydney Marovitz Golf Course,7,1,8,0.5,1,1,0,0,2,0,1,1,0,1
220,5/31/2026,0,Sydney Marovitz Golf Course,7,2,1,0,0,0,0,1,1,0,1,1,1,1
221,5/31/2026,0,Sydney Marovitz Golf Course,8,1,57,-2,1,7,0,0,3,0,0,1,0,1
222,5/31/2026,0,Sydney Marovitz Golf Course,8,2,7,-1,0,2,0.5,0,2,0,1,0,1,0
223,5/31/2026,0,Sydney Marovitz Golf Course,8,3,2,0,0,0,0,1,1,0,1,1,1,1
224,5/31/2026,0,Sydney Marovitz Golf Course,9,1,22,0.5,1.5,3,1,1,2,0,1,0,0,1
225,5/31/2026,0,Sydney Marovitz Golf Course,9,2,3,-0.5,0,0,0,1,1,0,1,1,1,1
226,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,
